route,segment,t,v_ego,long_active,d_rel,co_radar,headway_s,ttc_s,v_lead,plan_src
data,segment_18,12254077852858,6.34375,True,72.92500305175781,True,11.495566983528326,,12.447978019714355,cruise
data,segment_18,12254127844241,6.328125,True,73.42500305175781,True,11.60296344521605,,12.731131553649902,cruise
data,segment_18,12254178457456,6.328125,True,73.42500305175781,True,11.60296344521605,,12.544978141784668,cruise
data,segment_18,12254213931927,6.34375,True,73.42500305175781,True,11.574384717518473,,12.208341598510742,cruise
data,segment_18,12254264402913,6.34375,True,73.8499984741211,True,11.641379069812192,,12.478432655334473,cruise
data,segment_18,12254315752952,6.34375,True,74.625,True,11.763546798029557,,12.762113571166992,cruise
data,segment_18,12254364784300,6.34375,True,74.625,True,11.763546798029557,,12.702301979064941,cruise
data,segment_18,12254414148542,6.34375,True,74.625,True,11.763546798029557,,12.351621627807617,cruise
data,segment_18,12254463716623,6.328125,True,75.07499694824219,True,11.863703221450617,,12.640894889831543,cruise
data,segment_18,12254515917803,6.34375,True,75.5,True,11.901477832512315,,12.919177055358887,cruise
data,segment_18,12254566584507,6.334470343076973,True,75.5,True,11.91891285472904,,12.671364784240723,cruise
data,segment_18,12254616571778,6.328125,True,75.625,True,11.950617283950617,,12.294905662536621,cruise
data,segment_18,12254666420673,6.359375,True,75.625,True,11.891891891891891,,12.046219825744629,cruise
data,segment_18,12254728533876,6.349747582639969,True,75.94999694824219,True,11.961104903742527,,12.074119567871094,cruise
data,segment_18,12254778668741,6.34375,True,75.94999694824219,True,11.972413312038178,,11.861580848693848,cruise
data,segment_18,12254830184761,6.34375,True,76.17500305175781,True,12.007882254464286,,11.769660949707031,cruise
data,segment_18,12254877624656,6.359375,True,76.17500305175781,True,11.97837885826167,,11.557969093322754,cruise
data,segment_18,12254928576027,6.34375,True,76.5999984741211,True,12.074876606758005,,11.934708595275879,cruise
data,segment_18,12254977944279,6.359375,True,76.5999984741211,True,12.045208605267199,,11.689568519592285,cruise
data,segment_18,12255014195000,6.359375,True,76.625,True,12.04914004914005,,11.406815528869629,cruise
data,segment_18,12255115818960,6.34375,True,76.80000305175781,True,12.10640442195197,,10.88469409942627,cruise
data,segment_18,12255180672598,6.359375,True,76.80000305175781,True,12.076658956541769,,10.784734725952148,cruise
data,segment_18,12255213764163,6.359375,True,76.80000305175781,True,12.076658956541769,,10.626884460449219,cruise
data,segment_18,12255264099171,6.360482441524506,True,76.82499694824219,True,12.078485815272286,,10.498453140258789,cruise
data,segment_18,12256266548203,6.421875,True,6.974999904632568,True,1.086131372010911,,6.421875,lead0
data,segment_18,12256316577401,6.421875,True,7.675000190734863,True,1.1951338496521442,,6.421875,lead0
data,segment_18,12256366491453,6.4256548495557695,True,7.675000190734863,True,1.1944308199600024,,6.421875,lead0
data,segment_18,12256416509508,6.421875,True,8.0,True,1.245742092457421,,6.792735576629639,lead0
data,segment_18,12256464326361,6.421366133810618,True,8.0,True,1.2458408122653766,,7.154637336730957,lead0
data,segment_18,12256513877729,6.421875,True,8.375,True,1.3041362530413625,,7.4064531326293945,lead0
data,segment_18,12256566385248,6.421875,True,16.681224822998047,False,2.5975629894692824,9.59087559382553,4.682594299316406,lead1
data,segment_18,12256616950504,6.421875,True,17.060335159301758,False,2.656597202421685,19.368711333620613,5.541055679321289,lead1
data,segment_18,12256666096068,6.421875,True,14.06203556060791,False,2.189708700435295,,6.1004719734191895,lead0
data,segment_18,12256714334037,6.43703904368277,True,9.300000190734863,True,1.4447636759111735,,8.052962303161621,lead0
data,segment_18,12256766875720,6.40625,True,16.837038040161133,False,2.6282205721227134,,6.3115763664245605,lead0
data,segment_18,12256816034824,6.4213071155297685,True,15.03635025024414,False,2.3416338729351707,,6.497635364532471,lead1
data,segment_18,12256876979728,6.40625,True,14.338751792907715,False,2.238244182307546,,6.840389251708984,lead0
data,segment_18,12256914890286,6.421875,True,15.739652633666992,False,2.4509434758021595,,6.430205821990967,lead1
data,segment_18,12256966023212,6.421610067825082,True,14.93559455871582,False,2.325833303636625,,6.710273265838623,lead1
data,segment_18,12257016337705,6.421254157474798,True,14.483222961425781,False,2.2555131141423947,,6.53641939163208,lead1
data,segment_18,12257076326842,6.40625,True,15.912242889404297,False,2.4838623046875,,6.517056941986084,lead1
data,segment_18,12257114213652,6.40625,True,13.98228645324707,False,2.1826008122141767,,6.816482067108154,lead1
data,segment_18,12257165937162,6.40625,True,14.447657585144043,False,2.255244110851753,,6.779149532318115,lead1
data,segment_18,12257216181034,6.40625,True,16.466434478759766,False,2.5703702600990854,,7.007161617279053,cruise
data,segment_18,12257267006690,6.40625,True,16.043161392211914,False,2.5042983636623477,,6.922180652618408,cruise
data,segment_18,12257316055438,6.390625,True,16.80527687072754,False,2.6296765763485634,,6.8332953453063965,cruise
data,segment_18,12257366779905,6.40625,True,15.603902816772461,False,2.4357311713986283,,6.939510822296143,cruise
data,segment_18,12257415983956,6.390625,True,16.222408294677734,False,2.538469757602384,,6.977472305297852,cruise
data,segment_18,12257466766960,6.375,True,15.267826080322266,False,2.3949531106387867,,7.130146026611328,cruise
data,segment_18,12257516664453,6.378042412926128,True,16.838254928588867,False,2.640034957193674,,7.378465175628662,cruise
data,segment_18,12257566051512,6.375,True,17.690616607666016,False,2.7749986835554536,,7.677562713623047,cruise
data,segment_18,12257615892134,6.3629194280789605,True,16.44976234436035,False,2.5852539121852005,,7.537449836730957,cruise
data,segment_18,12257680520380,6.359375,True,15.840646743774414,False,2.4909125100775493,,7.325406074523926,cruise
data,segment_18,12257726570170,6.359375,True,16.559232711791992,False,2.6039088293726964,,7.115158557891846,cruise
data,segment_18,12257763894676,6.34375,True,17.21820068359375,False,2.7141991225369457,,7.106204032897949,cruise
data,segment_18,12257816258613,6.34375,True,17.51466178894043,False,2.7609319076162255,,7.123542785644531,cruise
data,segment_18,12257865954818,6.34375,True,16.9107608795166,False,2.665735705145474,,6.8319926261901855,cruise
data,segment_18,12257915451765,6.334274793926709,True,16.173816680908203,False,2.55338096421324,,6.9187445640563965,cruise
