route,segment,t,long_active,v_med_kmh,a_med,a_min,jerk_std,track_err_a,plan_src
data,segment_18,12254141938994,True,23.0,0.0334,-0.0527,0.07,0.0421,cruise
data,segment_18,12255143728696,True,23.1,-0.0088,-0.1304,0.0676,0.0586,cruise
data,segment_18,12256134777208,True,22.9,-0.0458,-0.1304,0.0965,0.0713,cruise
data,segment_18,12257136068340,True,22.6,-0.0435,-0.1304,0.0994,0.0447,cruise
data,segment_18,12258140387278,True,22.6,0.0023,-0.1102,0.0941,0.032,cruise
data,segment_18,12259142902326,True,22.7,0.0262,-0.0258,0.0803,0.0269,cruise
data,segment_18,12260143275590,True,22.8,0.0262,-0.015,0.101,0.0181,cruise
data,segment_19,12263150995831,True,23.1,0.0096,-0.0727,0.106,0.0218,cruise
data,segment_19,12264155680704,True,23.1,0.0004,-0.0727,0.098,0.0438,cruise
data,segment_19,12265158549966,True,23.0,-0.0415,-0.0933,0.1176,0.0635,e2e
data,segment_19,12266152241989,True,22.9,-0.0279,-0.0933,0.0987,0.055,e2e
data,segment_19,12267152948368,True,22.8,-0.0409,-0.1154,0.098,0.0458,cruise
data,segment_19,12268157795603,True,22.7,-0.0439,-0.1154,0.0733,0.0554,cruise
data,segment_19,12269158335106,True,22.4,-0.0662,-0.1154,0.0925,0.0722,cruise
data,segment_19,12270158188140,True,22.2,-0.0481,-0.1095,0.0806,0.0556,cruise
data,segment_19,12271160541308,True,22.2,0.0255,-0.1048,0.0778,0.0249,cruise
data,segment_19,12272158472013,True,22.3,0.059,-0.0071,0.1341,0.0221,cruise
data,segment_19,12273151192390,True,22.8,0.0521,-0.0228,0.1413,0.0248,cruise
data,segment_19,12274151896381,True,22.9,0.0441,-0.0228,0.1291,0.0322,cruise
data,segment_19,12275151472996,True,23.0,0.0249,-0.0568,0.1111,0.0262,cruise
data,segment_19,12276153013427,True,23.1,0.0108,-0.1396,0.1016,0.0502,e2e
data,segment_19,12277153438772,True,23.1,-0.0375,-0.1396,0.1308,0.0255,e2e
data,segment_19,12278155824861,True,22.8,-0.0551,-0.1396,0.1273,0.0368,e2e
data,segment_19,12279157342514,True,22.7,-0.0488,-0.136,0.127,0.0295,e2e
data,segment_19,12280158287646,True,22.6,-0.0593,-0.2019,0.104,0.0578,e2e
data,segment_19,12281158079412,True,22.4,-0.0913,-0.2825,0.1202,0.0426,e2e
data,segment_19,12282158804180,True,21.7,-0.2193,-0.2825,0.1112,0.0295,e2e
data,segment_19,12283160576943,True,20.9,-0.2513,-0.354,0.1013,0.021,e2e
data,segment_19,12284158038117,True,20.0,-0.234,-0.354,0.1831,0.0232,e2e
data,segment_19,12285153977458,True,19.0,-0.1473,-0.354,0.2045,0.0339,e2e
data,segment_19,12286153587063,True,18.8,-0.0766,-0.3375,0.2284,0.0585,e2e
data,segment_19,12287151446988,True,18.8,0.1285,-0.1639,0.223,0.0441,e2e
data,segment_19,12288157453854,True,19.3,0.2341,-0.1393,0.1874,0.0419,cruise
data,segment_19,12289152558168,True,20.1,0.2571,0.1753,0.0977,0.032,cruise
data,segment_19,12290158876196,True,21.1,0.2236,0.1256,0.0748,0.036,cruise
data,segment_19,12291158477013,True,21.8,0.1628,0.0784,0.0525,0.023,cruise
data,segment_19,12292159910147,True,22.3,0.1088,0.054,0.0547,0.0231,cruise
data,segment_19,12293153783262,True,22.6,0.1002,0.0472,0.0686,0.0248,cruise
data,segment_19,12294156269797,True,22.9,0.102,-0.1086,0.1743,0.0634,cruise
data,segment_19,12295155764703,True,23.2,0.0649,-0.1858,0.2429,0.09,cruise
data,segment_19,12296157378834,True,23.2,0.0268,-0.1858,0.2383,0.0531,cruise
data,segment_19,12297160438535,True,23.2,0.0134,-0.1858,0.1724,0.0407,cruise
data,segment_19,12298151806879,True,23.2,0.0079,-0.111,0.1314,0.0374,cruise
data,segment_19,12299153329636,True,23.2,-0.0399,-0.111,0.1652,0.0464,cruise
data,segment_19,12300154277265,True,23.1,-0.0549,-0.111,0.1773,0.0495,cruise
data,segment_19,12301160231269,True,22.8,-0.0398,-0.106,0.1447,0.0423,cruise
data,segment_19,12302154012227,True,22.8,-0.0016,-0.106,0.1076,0.0292,cruise
data,segment_19,12303156513267,True,22.8,-0.0103,-0.0531,0.0822,0.0265,cruise
data,segment_19,12304160635492,True,22.8,0.0044,-0.0406,0.0976,0.0277,cruise
data,segment_19,12305159122929,True,22.8,0.0155,-0.0406,0.1147,0.0347,cruise
data,segment_19,12306161181160,True,23.1,0.0432,-0.0172,0.1283,0.0358,cruise
data,segment_19,12307151496052,True,23.2,0.032,-0.1921,0.14,0.0375,cruise
data,segment_19,12308154359054,True,23.2,0.0016,-0.1921,0.1922,0.0384,cruise
data,segment_19,12309154834809,True,23.1,-0.0443,-0.1921,0.1843,0.0372,e2e
data,segment_19,12310158369986,True,22.9,-0.0572,-0.1894,0.1794,0.0484,e2e
data,segment_19,12311161492995,True,22.7,-0.0535,-0.1167,0.1683,0.0445,cruise
data,segment_19,12312161093155,True,22.6,-0.0236,-0.1167,0.1663,0.0448,cruise
data,segment_19,12313157808654,True,22.6,-0.0295,-0.0861,0.1084,0.0501,cruise
data,segment_19,12314159423868,True,22.5,-0.0541,-0.1368,0.0864,0.0496,cruise
data,segment_19,12315151525539,True,22.2,-0.0581,-0.1368,0.102,0.0614,e2e
data,segment_19,12316152374430,True,22.0,-0.028,-0.1368,0.0933,0.0351,e2e
data,segment_19,12317151851944,True,21.9,-0.002,-0.0988,0.138,0.0295,e2e
data,segment_19,12318154424502,True,22.0,-0.0333,-0.1971,0.1497,0.03,e2e
data,segment_19,12319155720261,True,21.9,-0.109,-0.4031,0.1974,0.0785,e2e
data,segment_20,12323152232721,True,20.2,-0.1864,-0.5538,0.3604,0.0472,e2e
data,segment_20,12324152237521,True,18.6,-0.3702,-0.7983,0.3986,0.1291,e2e
data,segment_20,12325161589975,True,17.5,-0.5579,-0.9046,0.3743,0.0997,e2e
data,segment_20,12326152389529,True,14.8,-0.6403,-0.9046,0.5032,0.1118,e2e
data,segment_20,12327154116944,True,12.2,-0.43,-0.9046,0.3004,0.0916,e2e
data,segment_20,12328158638174,True,11.9,-0.0332,-0.8322,0.2291,0.0535,e2e
data,segment_20,12329162280909,True,12.0,0.2393,-0.1139,0.1117,0.028,e2e
data,segment_20,12330159118509,True,13.1,0.3146,0.1278,0.1128,0.0234,e2e
data,segment_20,12331161307203,True,14.3,0.3218,-0.0678,0.3394,0.0316,e2e
data,segment_20,12332157451909,True,15.4,0.1172,-0.0753,0.3813,0.0722,e2e
data,segment_20,12333156454905,True,15.5,0.1174,-0.0753,0.3784,0.0757,e2e
data,segment_20,12334156510424,True,15.8,0.1868,-0.0753,0.1559,0.0554,e2e
data,segment_20,12335159198727,True,16.7,0.2008,0.0564,0.1789,0.0458,e2e
data,segment_20,12336159485977,True,17.7,0.1674,-0.0179,0.1849,0.0481,e2e
data,segment_20,12337154291389,True,18.0,0.1031,-0.0179,0.1879,0.0338,e2e
data,segment_20,12338155961599,True,18.2,0.0486,-0.0179,0.1534,0.0361,e2e
data,segment_20,12339157554979,True,18.4,0.0321,-0.1231,0.1286,0.0775,e2e
data,segment_20,12340158318609,True,18.4,-0.0479,-0.3411,0.1248,0.0826,e2e
data,segment_20,12341160239288,True,17.9,-0.2448,-0.3929,0.2455,0.0372,lead0
data,segment_20,12342161965018,True,16.7,-0.2448,-0.3929,0.2925,0.0334,cruise
data,segment_20,12343152893734,True,16.7,0.0288,-0.3929,0.3232,0.0347,cruise
data,segment_20,12344156456404,True,17.0,0.0288,-0.111,0.3043,0.0797,e2e
data,segment_20,12345158248396,True,17.0,-0.0586,-0.1568,0.225,0.0724,e2e
data,segment_20,12346158659319,True,16.9,-0.0586,-0.1568,0.1693,0.0786,e2e
data,segment_20,12347159877522,True,16.9,0.1078,-0.1568,0.2161,0.0673,e2e
data,segment_20,12348162526608,True,17.6,0.2212,-0.007,0.2371,0.0706,e2e
data,segment_20,12349161601486,True,18.4,0.2879,-0.007,0.2771,0.0686,cruise
data,segment_20,12350152436993,True,19.7,0.2741,-0.214,0.2568,0.0773,e2e
data,segment_20,12351153199809,True,19.9,-0.048,-0.5544,0.0895,0.0727,e2e
data,segment_20,12352155168367,True,19.5,-0.3587,-0.6241,0.3833,0.0687,e2e
data,segment_20,12353154269077,True,17.6,-0.3587,-0.6241,0.4288,0.0616,e2e
data,segment_20,12354155787847,True,17.2,0.0324,-0.6241,0.2985,0.0647,e2e
data,segment_20,12355156284221,True,17.6,0.3521,-0.2498,0.2849,0.0746,cruise
data,segment_20,12356157490693,True,19.0,0.3481,0.1727,0.1528,0.0575,e2e
data,segment_20,12357158318895,True,20.1,0.2414,0.1719,0.0885,0.0221,e2e
data,segment_20,12358160787446,True,20.9,0.2238,0.1011,0.0862,0.0145,e2e
data,segment_20,12359153617858,True,21.7,0.1698,0.0974,0.0848,0.0207,cruise
data,segment_20,12360154563355,True,22.2,0.133,-0.0306,0.1247,0.0344,cruise
data,segment_20,12361154518642,True,22.6,0.1034,-0.0306,0.1266,0.0478,cruise
data,segment_20,12362154964144,True,22.8,0.0647,-0.0593,0.1281,0.0483,cruise
data,segment_20,12363158197317,True,23.1,0.0394,-0.1418,0.1091,0.0391,cruise
data,segment_20,12364159432585,True,23.1,-0.0379,-0.1692,0.1233,0.0444,cruise
data,segment_20,12365159055755,True,22.8,-0.0864,-0.2112,0.1217,0.0487,e2e
data,segment_20,12366159527971,True,22.5,-0.1393,-0.2884,0.112,0.0242,e2e
data,segment_20,12367160685597,True,21.9,-0.1642,-0.2884,0.1758,0.0194,e2e
data,segment_20,12368161788786,True,21.2,-0.0703,-0.2884,0.1499,0.0167,e2e
data,segment_20,12369162097690,True,21.2,0.0381,-0.224,0.1338,0.0237,e2e
data,segment_20,12370160793245,True,21.4,0.0688,0.0153,0.0752,0.0176,cruise
data,segment_20,12371154646492,True,21.7,0.0908,0.0197,0.072,0.0187,e2e
data,segment_20,12372158126710,True,22.1,0.1022,0.0405,0.0678,0.019,cruise
data,segment_20,12373152849768,True,22.4,0.0831,-0.1435,0.0937,0.0303,cruise
data,segment_20,12374152649985,True,22.4,-0.059,-0.1547,0.0843,0.0302,e2e
data,segment_20,12375156551174,True,22.1,-0.0972,-0.1547,0.119,0.0325,e2e
data,segment_20,12376157754136,True,21.8,-0.0937,-0.1808,0.1373,0.0309,e2e
data,segment_20,12377158625543,True,21.7,-0.0027,-0.1808,0.1545,0.0416,e2e
data,segment_20,12378158482989,True,21.7,-0.0032,-0.1808,0.1524,0.0586,e2e
data,segment_20,12379159834230,True,21.6,-0.0528,-0.1091,0.0679,0.0666,e2e
data,segment_21,12383126627656,True,19.6,-0.2602,-0.4091,0.3002,0.0265,e2e
data,segment_21,12384130734425,True,19.0,-0.0304,-0.4091,0.2868,0.0253,e2e
data,segment_21,12385133847545,True,18.9,-0.0302,-0.3087,0.2847,0.0415,e2e
data,segment_21,12386129390194,True,18.9,0.0226,-0.1646,0.2132,0.0455,e2e
data,segment_21,12387134339312,True,19.0,0.0807,-0.1646,0.1494,0.0339,e2e
data,segment_21,12388126635782,True,19.4,0.1902,-0.1264,0.1224,0.0181,e2e
data,segment_21,12389137037387,True,20.1,0.1938,-0.0596,0.1555,0.0267,e2e
data,segment_21,12390127158912,True,20.5,0.0142,-0.1377,0.1348,0.0269,e2e
data,segment_21,12391128481271,True,20.5,-0.0623,-0.1377,0.1413,0.0289,e2e
data,segment_21,12392130635124,True,20.2,-0.0967,-0.3,0.2245,0.0342,e2e
data,segment_21,12393129995023,True,19.7,-0.0925,-0.3,0.2556,0.0346,e2e
data,segment_21,12394134847631,True,19.7,0.0348,-0.3,0.2656,0.0487,e2e
data,segment_21,12395127294864,True,20.0,0.18,-0.0414,0.1691,0.0602,cruise
data,segment_21,12396128845671,True,20.8,0.2044,0.0874,0.1438,0.066,cruise
data,segment_21,12397132224991,True,21.6,0.1926,-0.0751,0.1109,0.0671,e2e
data,segment_21,12398134066058,True,21.9,0.1012,-0.0751,0.25,0.0608,e2e
data,segment_21,12399136559464,True,22.0,0.002,-0.1191,0.2991,0.054,e2e
data,segment_21,12400128376184,True,22.2,0.0525,-0.1191,0.2894,0.048,cruise
data,segment_21,12401131818976,True,22.3,0.0437,-0.1191,0.1985,0.0165,cruise
data,segment_21,12402126674794,True,22.5,0.0382,-0.1524,0.1048,0.0164,cruise
data,segment_21,12403129981103,True,22.5,-0.081,-0.198,0.0635,0.0186,e2e
data,segment_21,12404133783197,True,22.0,-0.1314,-0.2051,0.1511,0.0313,e2e
data,segment_21,12405128340910,True,21.5,-0.0914,-0.2051,0.1452,0.0246,cruise
data,segment_21,12406126862211,True,21.5,0.0164,-0.2051,0.1425,0.0206,cruise
data,segment_21,12407127362119,True,21.6,0.0174,-0.1096,0.1184,0.0232,cruise
data,segment_21,12408128845439,True,21.6,-0.0414,-0.1449,0.0939,0.0388,e2e
data,segment_21,12409131722559,True,21.3,-0.1017,-0.5809,0.2516,0.056,e2e
data,segment_21,12410133931320,True,20.7,-0.1421,-0.5809,0.3928,0.0601,e2e
data,segment_21,12411135666342,True,19.2,-0.1342,-0.5809,0.3886,0.0723,e2e
data,segment_21,12412128344157,True,18.9,-0.0904,-0.459,0.2453,0.042,e2e
data,segment_21,12413129599540,True,18.6,-0.0771,-0.1677,0.1171,0.0535,e2e
data,segment_21,12414128322252,True,18.4,-0.0589,-0.2639,0.3035,0.0708,e2e
data,segment_21,12415130381144,True,18.4,0.0616,-0.2639,0.3163,0.0761,e2e
data,segment_21,12416133206793,True,18.9,0.2503,-0.2639,0.3291,0.051,cruise
data,segment_21,12417133346135,True,19.9,0.2403,0.1278,0.1424,0.0346,cruise
data,segment_21,12418133603420,True,20.6,0.2201,0.1286,0.1118,0.0437,cruise
data,segment_21,12419127205948,True,21.4,0.2022,0.102,0.069,0.0429,cruise
data,segment_21,12420137200402,True,22.1,0.15,0.0229,0.0468,0.0333,cruise
data,segment_21,12421130493589,True,22.5,0.0831,-0.0235,0.0803,0.0246,cruise
data,segment_21,12422132956914,True,22.7,0.0524,-0.0235,0.0952,0.0293,cruise
data,segment_21,12423134838540,True,22.8,0.0386,-0.0235,0.0894,0.0315,cruise
data,segment_21,12424127915124,True,23.0,0.0365,-0.0185,0.076,0.0316,cruise
data,segment_21,12425130697334,True,23.1,0.0251,-0.0709,0.0693,0.0268,cruise
data,segment_21,12426129258487,True,23.1,0.012,-0.0856,0.0756,0.0311,cruise
data,segment_21,12427128967727,True,23.1,-0.0227,-0.0856,0.0711,0.0352,cruise
data,segment_21,12428130082018,True,23.0,-0.0266,-0.0856,0.0778,0.0311,cruise
data,segment_21,12429131026977,True,22.9,-0.0132,-0.0856,0.0781,0.0271,cruise
data,segment_21,12430132547872,True,22.9,-0.0011,-0.0824,0.0807,0.0289,cruise
data,segment_21,12431134637776,True,22.9,-0.0095,-0.0983,0.0753,0.0407,cruise
data,segment_21,12432135730484,True,22.8,-0.0295,-0.0983,0.0842,0.039,cruise
data,segment_21,12433127890602,True,22.7,-0.0109,-0.0983,0.0715,0.0287,cruise
data,segment_21,12434133664232,True,22.7,0.0308,-0.0596,0.045,0.0207,cruise
data,segment_21,12435127227870,True,22.8,0.0393,0.0105,0.0471,0.0217,cruise
data,segment_21,12436127982190,True,22.9,0.0538,0.0204,0.05,0.0398,cruise
data,segment_21,12437128156215,True,23.2,0.0648,0.025,0.0492,0.0591,cruise
data,segment_21,12438131756831,True,23.4,0.0612,-0.0267,0.0594,0.0632,cruise
data,segment_21,12439133263027,True,23.5,0.0177,-0.1065,0.0799,0.0619,cruise
data,segment_22,12443130112404,True,22.8,-0.0344,-0.0881,0.0791,0.0165,e2e
data,segment_22,12444133895707,True,22.8,-0.0126,-0.0881,0.0726,0.0202,e2e
data,segment_22,12445135899308,True,22.8,-0.0132,-0.0919,0.0543,0.0277,cruise
data,segment_22,12446135838070,True,22.7,-0.0467,-0.0942,0.1071,0.0324,cruise
data,segment_22,12447137472645,True,22.4,-0.0774,-0.2235,0.1429,0.0534,e2e
data,segment_22,12448139922932,True,22.1,-0.1255,-0.2235,0.1678,0.0306,e2e
data,segment_22,12449131305027,True,21.5,-0.1228,-0.2235,0.1464,0.0234,e2e
data,segment_22,12450133666790,True,21.5,0.0339,-0.183,0.1025,0.0194,cruise
data,segment_22,12451134391238,True,21.7,0.0554,-0.0351,0.1025,0.021,cruise
data,segment_22,12452138617534,True,21.9,0.0554,0.0094,0.082,0.0287,cruise
data,segment_22,12453139764468,True,22.1,0.0745,0.0169,0.0873,0.0365,cruise
data,segment_22,12454132830472,True,22.4,0.0848,0.0192,0.0768,0.0402,cruise
data,segment_22,12455134749194,True,22.7,0.094,0.0446,0.069,0.0469,cruise
data,segment_22,12456140514066,True,23.0,0.0751,-0.0607,0.0915,0.0445,cruise
data,segment_22,12457130263962,True,23.2,0.0504,-0.0607,0.1035,0.0399,cruise
data,segment_22,12458131290022,True,23.3,-0.0006,-0.4998,0.3432,0.0441,cruise
data,segment_22,12459132407566,True,23.2,-0.0685,-0.4998,0.43,0.0536,cruise
data,segment_22,12460132245429,True,21.9,-0.1285,-0.4998,0.438,0.0904,cruise
data,segment_22,12461133072690,True,21.5,-0.2122,-0.4798,0.2373,0.0581,e2e
data,segment_22,12462137193583,True,21.0,-0.1913,-0.2375,0.129,0.0473,e2e
data,segment_22,12463142216797,True,20.2,-0.2053,-0.2575,0.1078,0.0302,cruise
data,segment_22,12464131417779,True,19.5,-0.1771,-0.2575,0.0977,0.0464,cruise
data,segment_22,12465131608173,True,19.0,-0.0976,-0.2575,0.1494,0.0605,e2e
data,segment_22,12469135589189,False,14.7,-0.4264,-0.9346,0.4224,0.717,cruise
data,segment_22,12470136907900,False,13.8,-0.2984,-0.8179,0.3716,0.4601,cruise
data,segment_22,12471140380521,False,13.8,0.395,-0.4306,0.3214,0.2065,cruise
data,segment_22,12472131729693,False,15.1,0.5518,-0.1357,0.3026,0.2068,cruise
data,segment_22,12473132688258,False,17.6,0.7625,0.4815,0.127,0.3926,cruise
data,segment_22,12474134645283,False,20.6,0.8075,0.6335,0.2123,0.6094,cruise
data,segment_22,12475135761400,False,23.6,0.7791,0.252,0.2245,0.6098,cruise
data,segment_22,12476136160091,False,25.8,0.3786,0.1713,0.2065,0.472,cruise
data,segment_22,12477138880079,False,26.7,0.2508,0.1385,0.2439,0.4387,e2e
data,segment_22,12478138961195,False,27.3,0.2029,-0.1124,0.2756,0.4215,e2e
data,segment_22,12479130583791,False,28.2,0.1524,-0.1124,0.2964,0.384,cruise
data,segment_22,12480132351064,False,28.5,0.0813,-0.1124,0.2883,0.3348,cruise
data,segment_22,12481133177746,False,28.9,0.0969,-0.0618,0.2275,0.3621,cruise
data,segment_22,12482136155422,False,29.0,0.1164,-0.0618,0.2669,0.3847,cruise
data,segment_22,12483132580869,False,29.5,0.0406,-0.2495,0.2846,0.3315,cruise
data,segment_22,12484137770192,False,29.5,-0.0723,-0.376,0.2753,0.2128,cruise
data,segment_22,12485139891761,False,28.9,-0.1284,-0.376,0.237,0.1511,cruise
data,segment_22,12486130974287,False,28.6,-0.1102,-0.376,0.1896,0.1564,cruise
data,segment_22,12487132858015,False,28.3,-0.0727,-0.1621,0.1242,0.1759,cruise
data,segment_22,12488134472049,False,28.3,0.08,-0.1483,0.1608,0.3436,cruise
data,segment_22,12489132260771,False,28.9,0.0854,-0.0117,0.1331,0.3632,cruise
data,segment_22,12490134286819,False,29.0,0.0419,-0.0657,0.1225,0.3406,cruise
data,segment_22,12491135948440,False,29.0,-0.0216,-0.1193,0.1168,0.2625,lead0
data,segment_22,12492136625722,False,29.0,-0.0393,-0.1193,0.1636,0.233,lead0
data,segment_22,12493136079307,False,29.0,0.029,-0.1193,0.1252,0.2937,lead0
data,segment_22,12494137204435,False,29.2,0.0863,-0.0896,0.1476,0.3751,e2e
data,segment_22,12495138965127,False,29.5,0.0658,-0.1486,0.1413,0.3914,e2e
data,segment_22,12496130952425,False,29.5,0.0058,-0.1486,0.1493,0.4439,e2e
data,segment_22,12497132513396,False,29.5,-0.0534,-0.2323,0.138,0.4256,e2e
data,segment_22,12498133466101,False,29.1,-0.1553,-0.2674,0.1099,0.3557,e2e
data,segment_22,12499134238896,False,28.4,-0.2343,-0.5657,0.1524,0.3039,e2e
data,segment_23,12503128690422,False,21.5,-0.4226,-0.8016,0.4424,0.2579,e2e
data,segment_23,12507131972248,True,22.5,0.1739,0.0395,0.2278,0.0901,cruise
data,segment_23,12508133155334,True,22.9,0.1016,-0.0114,0.1904,0.0422,cruise
data,segment_23,12509134713582,True,23.3,0.0355,-0.1322,0.2302,0.0441,cruise
data,segment_23,12510134166047,True,23.3,0.0056,-0.3114,0.3968,0.0739,cruise
data,segment_23,12511135272817,True,23.3,-0.0097,-0.3114,0.3895,0.0695,cruise
data,segment_23,12512135576174,True,23.3,0.0017,-0.3114,0.352,0.0484,cruise
data,segment_23,12513135812481,True,23.3,-0.0427,-0.1285,0.1322,0.0412,cruise
data,segment_23,12514128859348,True,23.1,-0.0645,-0.1285,0.1283,0.0499,cruise
data,segment_23,12515132987355,True,22.8,-0.0525,-0.1285,0.0881,0.0341,cruise
data,segment_23,12516132667112,True,22.7,-0.0137,-0.1226,0.1011,0.0265,cruise
data,segment_23,12517130852612,True,22.7,0.0004,-0.0602,0.0782,0.0138,cruise
data,segment_23,12518135745398,True,22.7,0.007,-0.0602,0.0793,0.02,cruise
data,segment_23,12519136171342,True,22.7,0.0101,-0.0533,0.063,0.0129,cruise
data,segment_23,12520129092239,True,22.8,0.0174,-0.0295,0.0534,0.0182,cruise
data,segment_23,12521132770963,True,22.8,0.0209,-0.0161,0.077,0.0241,cruise
data,segment_23,12522133691025,True,22.9,0.0173,-0.062,0.0759,0.0286,cruise
data,segment_23,12523135769692,True,22.9,-0.0056,-0.0992,0.0907,0.0429,cruise
data,segment_23,12524131109151,True,22.9,-0.016,-0.0992,0.0751,0.0377,cruise
data,segment_23,12525133436088,True,22.8,-0.037,-0.0992,0.0746,0.0546,cruise
data,segment_23,12526133576725,True,22.7,-0.042,-0.5266,0.5872,0.058,cruise
data,segment_23,12527136842308,True,22.5,-0.0568,-0.8356,0.8,0.0887,cruise
data,segment_23,12528128842596,True,22.4,0.0791,-0.8356,0.8041,0.107,cruise
data,segment_23,12529129857847,True,22.4,0.0661,-0.8356,0.6781,0.1441,cruise
data,segment_23,12530129854383,True,22.4,0.0083,-1.7614,0.6295,0.1481,cruise
data,segment_23,12531130670169,True,21.0,-1.1155,-2.0709,0.7596,0.1564,lead0
data,segment_23,12532133351238,True,14.8,-1.3977,-2.0709,1.0751,0.1214,lead0
data,segment_23,12539129108758,True,16.5,0.9432,0.5056,0.136,0.0319,cruise
data,segment_23,12540130204358,True,19.6,0.6939,0.3235,0.0945,0.0354,cruise
data,segment_23,12541133707082,True,21.4,0.409,0.1564,0.1204,0.0462,cruise
data,segment_23,12542136857146,True,22.5,0.2154,0.0139,0.1103,0.0346,cruise
data,segment_23,12543132211967,True,23.0,0.0591,-0.0206,0.1199,0.0435,cruise
data,segment_23,12544132144878,True,23.1,0.0334,-0.0719,0.1102,0.0343,cruise
data,segment_23,12545133166293,True,23.2,-0.014,-0.1217,0.0798,0.0334,cruise
data,segment_23,12546135256787,True,23.1,-0.0319,-0.1313,0.1054,0.0273,cruise
data,segment_23,12547132578213,True,22.9,-0.0217,-0.1313,0.0996,0.0278,cruise
data,segment_23,12548132496908,True,22.9,-0.0021,-0.1313,0.1007,0.0312,cruise
data,segment_23,12549134333018,True,22.9,0.0004,-0.081,0.0974,0.0276,cruise
data,segment_23,12550134764341,True,22.9,-0.0127,-0.081,0.0976,0.0264,cruise
data,segment_23,12551135648216,True,22.8,-0.0118,-0.081,0.0921,0.0224,cruise
data,segment_23,12552135437181,True,22.8,-0.0118,-0.0659,0.0464,0.0195,cruise
data,segment_23,12553131368117,True,22.8,-0.0053,-0.0367,0.0387,0.0158,cruise
data,segment_23,12554133415545,True,22.8,-0.0099,-0.0665,0.0939,0.0212,cruise
data,segment_23,12555133885122,True,22.8,-0.0025,-0.0665,0.1061,0.0277,cruise
data,segment_23,12556135465495,True,22.8,0.0167,-0.0665,0.1165,0.029,cruise
data,segment_23,12557129079223,True,22.9,0.0241,-0.0493,0.1072,0.0277,cruise
data,segment_23,12558129294728,True,23.0,0.0412,-0.0493,0.1094,0.0288,cruise
data,segment_23,12559129643480,True,23.2,0.0784,-0.0345,0.1302,0.0354,cruise
data,segment_24,12563119106734,True,24.7,-0.0442,-0.6783,0.4698,0.0572,e2e
data,segment_24,12564121382066,True,24.5,-0.1046,-1.8199,0.7497,0.0585,e2e
data,segment_24,12565125789903,True,21.8,-1.0276,-1.8199,1.1877,0.073,lead0
data,segment_24,12566126577717,True,15.9,-1.0276,-1.8199,1.1287,0.1048,lead0
data,segment_24,12567129050874,True,15.0,0.0566,-1.6951,0.5238,0.1042,cruise
data,segment_24,12568121950188,True,15.4,0.5499,-0.403,0.3777,0.0634,cruise
data,segment_24,12569126622124,True,17.6,0.7017,0.3877,0.2075,0.0667,cruise
data,segment_24,12570125895753,True,20.4,0.7017,0.2686,0.2612,0.0658,cruise
data,segment_24,12571128158245,True,22.8,0.5586,0.1221,0.1754,0.0734,cruise
data,segment_24,12572128214380,True,24.0,0.171,-0.08,0.1828,0.0499,cruise
data,segment_24,12573128395324,True,24.2,0.0963,-0.0993,0.151,0.043,lead0
data,segment_24,12574119298863,True,24.3,-0.047,-0.2345,0.2142,0.0527,cruise
data,segment_24,12575120274864,True,24.2,-0.0321,-0.2345,0.2292,0.0526,cruise
data,segment_24,12576121098972,True,24.2,0.0981,-0.2345,0.2271,0.0645,cruise
data,segment_24,12577127355030,True,24.5,0.1046,-0.1893,0.1809,0.0501,cruise
data,segment_24,12578126495587,True,24.9,0.0702,-0.0358,0.0618,0.0368,cruise
data,segment_24,12579128241540,True,25.0,0.0159,-0.0358,0.0715,0.0215,cruise
data,segment_24,12580122639819,True,25.0,0.0159,-0.0358,0.0598,0.0279,cruise
data,segment_24,12581126598559,True,25.1,0.025,-0.0891,0.1058,0.0321,cruise
data,segment_24,12582119652069,True,25.2,0.0222,-0.0891,0.1177,0.0363,cruise
data,segment_24,12583126324712,True,25.2,0.0215,-0.0891,0.1126,0.038,cruise
data,segment_24,12584119348325,True,25.2,0.0023,-0.0919,0.0892,0.04,cruise
data,segment_24,12585122312170,True,25.2,-0.0082,-0.0984,0.0924,0.0401,cruise
data,segment_24,12586124167562,True,25.0,-0.0314,-0.0984,0.0913,0.0276,cruise
data,segment_24,12587126389885,True,25.0,-0.0219,-0.0984,0.163,0.0276,cruise
data,segment_24,12588119115957,True,25.0,0.0207,-0.0613,0.1607,0.0285,cruise
data,segment_24,12589121821999,True,25.5,0.2125,-0.0613,0.1909,0.0362,cruise
data,segment_24,12590124459215,True,26.6,0.2122,0.1451,0.1175,0.0267,e2e
data,segment_24,12591130580215,True,27.3,0.1922,0.1387,0.0843,0.0165,e2e
data,segment_24,12592125305228,True,28.0,0.1675,0.1157,0.0869,0.0243,e2e
data,segment_24,12593125718791,True,28.5,0.1438,-0.0299,0.1169,0.0283,e2e
data,segment_24,12594127570735,True,28.9,0.0396,-0.0472,0.1171,0.0282,e2e
data,segment_24,12595129147458,True,29.0,0.0023,-0.1261,0.1073,0.0198,e2e
data,segment_24,12596119346681,True,28.9,-0.037,-0.2929,0.1863,0.0307,e2e
data,segment_24,12600128892945,False,21.2,-0.5874,-1.1417,0.5973,0.363,e2e
data,segment_24,12601122970451,False,20.3,-0.5877,-0.9153,0.6,0.369,e2e
data,segment_24,12602123701038,False,18.1,-0.674,-0.9155,0.5649,0.3427,e2e
