route,segment,t,long_active,v_med_kmh,a_med,a_min,jerk_std,track_err_a,plan_src
data,segment_13,11913164746831,True,10.9,0.4623,0.0709,0.2981,0.0461,cruise
data,segment_13,11914158374458,True,13.6,0.7332,0.1713,0.3822,0.0511,cruise
data,segment_13,11915162112860,True,16.7,0.7086,0.2448,0.2373,0.0511,cruise
data,segment_13,11916165046064,True,18.6,0.412,-0.2757,0.095,0.0814,cruise
data,segment_13,11917155054766,True,19.0,0.0474,-0.3236,0.208,0.1014,lead0
data,segment_13,11918157381176,True,18.8,-0.1649,-0.3236,0.2724,0.0849,lead0
data,segment_13,11919158312130,True,18.1,-0.158,-0.3236,0.1373,0.0468,lead0
data,segment_13,11920157699618,True,17.8,-0.0667,-0.2752,0.0977,0.0253,lead0
data,segment_13,11921161118442,True,17.8,0.0951,-0.0865,0.0944,0.03,cruise
data,segment_13,11922161346452,True,18.4,0.331,0.0007,0.1454,0.0472,cruise
data,segment_13,11923160448664,True,20.0,0.4207,0.1921,0.214,0.0538,e2e
data,segment_13,11924166815982,True,21.8,0.3778,-0.0516,0.2007,0.059,e2e
data,segment_13,11925158153198,True,22.7,0.1382,-0.0968,0.1662,0.0542,e2e
data,segment_13,11926162549574,True,22.8,0.0432,-0.0968,0.2312,0.0541,cruise
data,segment_13,11927161941235,True,22.8,0.0719,-0.0968,0.1606,0.051,cruise
data,segment_13,11928165107019,True,23.1,0.1441,-0.0915,0.1818,0.0457,cruise
data,segment_13,11929156685140,True,24.1,0.2666,0.1055,0.2067,0.0472,cruise
data,segment_13,11930160561819,True,25.2,0.2914,0.106,0.1834,0.0408,cruise
data,segment_13,11931163076159,True,26.2,0.2628,0.1105,0.1471,0.0403,cruise
data,segment_13,11932155411404,True,27.1,0.201,0.1105,0.1261,0.0252,lead0
data,segment_13,11933159740861,True,27.7,0.1634,0.107,0.1047,0.0409,lead0
data,segment_13,11934157435173,True,28.4,0.1419,0.0126,0.1119,0.0364,lead0
data,segment_13,11935158258926,True,28.7,0.0583,-0.0478,0.1307,0.0473,lead0
data,segment_13,11936161891577,True,28.8,0.058,-0.0478,0.1372,0.0268,lead0
data,segment_13,11937162608433,True,29.0,0.0748,-0.0478,0.1399,0.0324,lead0
data,segment_13,11938162608306,True,29.3,0.1111,0.0213,0.1391,0.0346,cruise
data,segment_13,11939163439286,True,29.8,0.1064,0.0213,0.1336,0.0381,cruise
data,segment_13,11940163794042,True,30.1,0.1029,0.0204,0.1198,0.0393,e2e
data,segment_13,11941164150605,True,30.5,0.0975,0.0204,0.1256,0.0384,cruise
data,segment_13,11942165031738,True,30.9,0.1213,0.0204,0.1258,0.0245,cruise
data,segment_13,11943156149718,True,31.3,0.132,0.0216,0.1116,0.0174,cruise
data,segment_13,11944160925624,True,31.9,0.1246,-0.0491,0.1244,0.0174,lead1
data,segment_13,11945166250684,True,32.2,0.0938,-0.1504,0.0931,0.0454,lead1
data,segment_13,11946157242735,True,32.2,-0.0598,-0.1504,0.1268,0.0518,lead0
data,segment_13,11947159116401,True,31.9,-0.0598,-0.1504,0.1471,0.0495,lead0
data,segment_13,11948161163367,True,31.7,-0.0902,-0.3654,0.2341,0.0511,lead0
data,segment_13,11949155990437,True,31.6,-0.1155,-0.6952,0.2331,0.0444,e2e
data,segment_13,11950155744341,True,30.3,-0.4881,-0.6952,0.2594,0.0412,e2e
data,segment_13,11951158487180,True,28.1,-0.5715,-0.7043,0.2497,0.0376,lead0
data,segment_13,11952159149300,True,26.2,-0.5504,-0.7043,0.3171,0.0441,lead0
data,segment_13,11953161183780,True,24.0,-0.516,-0.7043,0.3192,0.0564,lead0
data,segment_13,11954154840024,True,23.6,-0.0329,-0.6105,0.2322,0.0565,lead0
data,segment_13,11955162191756,True,23.8,0.3377,-0.1252,0.2498,0.0421,cruise
data,segment_13,11956165533251,True,25.8,0.6,0.1315,0.3069,0.0393,cruise
data,segment_13,11957157483181,True,28.0,0.6,0.3048,0.1974,0.0414,e2e
data,segment_13,11958159607087,True,29.9,0.389,0.1892,0.133,0.0422,e2e
data,segment_13,11959163692781,True,31.1,0.2384,0.1506,0.0965,0.0449,e2e
data,segment_14,11963162854161,True,33.9,0.2511,-0.0586,0.1526,0.0297,cruise
data,segment_14,11964164903527,True,34.9,0.2584,0.1594,0.1171,0.0287,cruise
data,segment_14,11965166460000,True,35.7,0.2336,0.0949,0.0958,0.027,cruise
data,segment_14,11966169987424,True,36.5,0.1641,0.0428,0.1215,0.0258,cruise
data,segment_14,11967172860667,True,36.8,0.1374,-0.0737,0.1439,0.0286,cruise
data,segment_14,11968163479959,True,37.2,0.0755,-0.1962,0.1604,0.0353,cruise
data,segment_14,11969165539585,True,37.2,-0.1002,-0.2046,0.1635,0.0424,lead0
data,segment_14,11970166893678,True,36.8,-0.1172,-0.2128,0.1614,0.0529,lead0
data,segment_14,11971172415771,True,36.5,-0.1031,-0.2128,0.1257,0.0472,lead0
data,segment_14,11972163285889,True,36.2,-0.0352,-0.2128,0.1269,0.0522,lead0
data,segment_14,11973165190285,True,36.1,-0.0018,-0.2128,0.1637,0.0541,lead0
data,segment_14,11974166526948,True,36.1,0.0167,-0.1687,0.1705,0.0539,lead0
data,segment_14,11975168331516,True,36.2,0.0149,-0.1687,0.18,0.0632,cruise
data,segment_14,11976171110300,True,36.2,0.0131,-0.1549,0.1968,0.06,cruise
data,segment_14,11977164305152,True,36.2,0.0159,-0.1549,0.2141,0.0622,cruise
data,segment_14,11978169063666,True,36.2,0.0271,-0.1174,0.2177,0.0618,e2e
data,segment_14,11979170848405,True,36.4,0.0665,-0.0959,0.171,0.0419,e2e
data,segment_14,11980164865303,True,36.6,0.0796,-0.0959,0.2053,0.0407,e2e
data,segment_14,11981165368596,True,36.7,0.0868,0.0029,0.201,0.0415,e2e
data,segment_14,11982167693687,True,37.4,0.1308,-0.0633,0.2814,0.0665,e2e
data,segment_14,11983170497672,True,37.9,0.0776,-0.1839,0.2392,0.0643,e2e
data,segment_14,11984171347948,True,37.9,-0.065,-0.1839,0.2042,0.0569,e2e
data,segment_14,11985167182276,True,37.7,-0.1028,-0.2103,0.1519,0.0493,e2e
data,segment_14,11986171996277,True,37.3,-0.0838,-0.2103,0.1182,0.0472,e2e
data,segment_14,11987167796185,True,36.9,-0.0921,-0.2103,0.1275,0.0411,e2e
data,segment_14,11988170774254,True,36.8,-0.0955,-0.3356,0.1848,0.0549,e2e
data,segment_14,11989172984605,True,36.4,-0.1031,-0.3356,0.2407,0.0628,e2e
data,segment_14,11990166079252,True,35.7,-0.0928,-0.3356,0.2347,0.0741,e2e
data,segment_14,11991168609264,True,35.5,-0.0554,-0.2795,0.1649,0.0582,e2e
data,segment_14,11992164595488,True,35.3,-0.0357,-0.1649,0.1092,0.0528,e2e
data,segment_14,11993165386536,True,35.3,0.0181,-0.0978,0.109,0.0358,e2e
data,segment_14,11994170463861,True,35.4,0.0618,-0.0682,0.1437,0.0272,e2e
data,segment_14,11995172348359,True,35.6,0.0399,-0.2016,0.1132,0.0373,e2e
data,segment_14,11996170379358,True,35.6,-0.0723,-0.2016,0.1385,0.0438,e2e
data,segment_14,11997162986885,True,35.2,-0.093,-0.2016,0.1732,0.065,e2e
data,segment_14,11998171944924,True,34.9,-0.1235,-0.289,0.1666,0.038,cruise
data,segment_14,11999172193573,True,34.4,-0.2287,-0.3729,0.1497,0.0372,lead0
data,segment_14,12000170105155,True,33.5,-0.2984,-0.5472,0.1389,0.0355,lead0
data,segment_14,12001170559462,True,32.3,-0.3685,-0.5911,0.1856,0.0354,e2e
data,segment_14,12002172013658,True,30.5,-0.5211,-0.5911,0.1794,0.0387,e2e
data,segment_14,12003165229306,True,28.6,-0.5327,-0.6199,0.1681,0.0414,e2e
data,segment_14,12004167017274,True,26.9,-0.5338,-0.626,0.1207,0.0448,e2e
data,segment_14,12005167264929,True,24.9,-0.5795,-0.8682,0.1888,0.0525,e2e
data,segment_14,12006169368286,True,22.7,-0.6245,-0.9988,0.173,0.0391,e2e
data,segment_14,12007166508231,True,19.9,-0.8249,-0.9988,0.243,0.0531,cruise
data,segment_14,12008170296548,True,16.6,-0.844,-0.9988,0.2038,0.0532,cruise
data,segment_14,12009173672424,True,13.9,-0.8027,-0.9917,0.2448,0.0569,cruise
data,segment_14,12010164639367,True,10.6,-0.7514,-0.9328,0.2385,0.1101,lead0
data,segment_14,12014164985145,False,11.8,0.4762,-0.022,0.293,1.2068,lead0
data,segment_14,12015167658880,False,12.4,0.1125,-0.022,0.3331,0.5354,lead0
data,segment_14,12016171891936,False,12.6,0.1125,-0.022,0.1993,0.4184,e2e
data,segment_15,12024151341225,True,18.9,0.607,-0.0841,0.4898,0.089,e2e
data,segment_15,12025159957196,True,21.3,0.607,0.1649,0.2637,0.0633,e2e
data,segment_15,12026156484087,True,22.8,0.3115,0.1635,0.2061,0.065,e2e
data,segment_15,12027152122687,True,23.5,0.241,0.1635,0.1385,0.0613,e2e
data,segment_15,12028155006491,True,24.4,0.2417,0.1635,0.1006,0.0527,e2e
data,segment_15,12029156580269,True,25.3,0.223,0.0717,0.1105,0.0272,e2e
data,segment_15,12030157452876,True,26.0,0.1519,0.0717,0.1186,0.0129,e2e
data,segment_15,12031158864366,True,26.5,0.14,0.0717,0.0972,0.0122,e2e
data,segment_15,12032153337075,True,27.1,0.1288,0.0151,0.073,0.0188,e2e
data,segment_15,12033152469472,True,27.5,0.0985,0.0122,0.0584,0.0241,e2e
data,segment_15,12034155869193,True,27.8,0.0622,-0.0355,0.0722,0.0228,e2e
data,segment_15,12035153452384,True,27.8,0.016,-0.6204,0.301,0.0376,e2e
data,segment_15,12036153764849,True,27.8,-0.1783,-0.775,0.2785,0.0617,cruise
data,segment_15,12037154832220,True,25.9,-0.6611,-0.7981,0.3805,0.061,cruise
data,segment_15,12038155847428,True,23.2,-0.6612,-0.7981,0.2719,0.0611,cruise
data,segment_15,12039155461625,True,21.4,-0.2635,-0.7981,0.1803,0.0802,cruise
data,segment_15,12040155938323,True,20.9,-0.1382,-0.5206,0.1839,0.0804,cruise
data,segment_15,12041149398688,True,20.4,-0.0811,-0.1727,0.0874,0.0315,cruise
data,segment_15,12042157019895,True,20.2,-0.0602,-0.1411,0.1316,0.0353,cruise
data,segment_15,12043151782014,True,20.2,-0.0266,-0.1249,0.1309,0.0443,cruise
data,segment_15,12044158027904,True,20.0,-0.027,-0.1249,0.1193,0.043,cruise
data,segment_15,12045160138057,True,20.0,-0.0271,-0.1404,0.1238,0.039,cruise
data,segment_15,12046150148693,True,19.9,-0.0388,-0.1614,0.144,0.0469,cruise
data,segment_15,12047151742832,True,19.6,-0.0298,-0.1614,0.1411,0.0411,cruise
data,segment_15,12048152746517,True,19.5,-0.0059,-0.1614,0.1116,0.0219,cruise
data,segment_15,12049153117876,True,19.5,0.0151,-0.0955,0.0927,0.0152,cruise
data,segment_15,12050153105639,True,19.5,0.0221,-0.0586,0.0831,0.0172,cruise
data,segment_15,12051155348447,True,19.6,0.0418,-0.0361,0.0775,0.028,cruise
data,segment_15,12052157542161,True,19.8,0.054,-0.0361,0.0789,0.0317,cruise
data,segment_15,12053158691083,True,20.0,0.0464,-0.0544,0.0762,0.0299,cruise
data,segment_15,12054153300707,True,20.0,0.0215,-0.0544,0.1184,0.0273,cruise
data,segment_15,12055152616948,True,20.0,0.0486,-0.0544,0.1092,0.0226,cruise
data,segment_15,12056154486698,True,20.3,0.1087,-0.0337,0.118,0.0256,cruise
data,segment_15,12057149710387,True,20.9,0.1142,0.0908,0.0906,0.0182,cruise
data,segment_15,12058150707170,True,21.3,0.1213,0.0628,0.0884,0.0326,cruise
data,segment_15,12059150814301,True,21.7,0.1108,0.0443,0.0714,0.0351,cruise
data,segment_15,12060153925168,True,22.0,0.0737,0.0248,0.0684,0.0421,cruise
data,segment_15,12061158856374,True,22.3,0.0461,-0.0467,0.069,0.0449,cruise
data,segment_15,12062152534437,True,22.3,0.0102,-0.122,0.064,0.047,cruise
data,segment_15,12063158191714,True,22.3,-0.0335,-0.13,0.0934,0.0497,cruise
data,segment_15,12064154651254,True,22.2,-0.0656,-0.13,0.1048,0.0607,cruise
data,segment_15,12065150354256,True,21.8,-0.0632,-0.13,0.0993,0.0592,cruise
data,segment_15,12066160532106,True,21.6,-0.038,-0.1278,0.0589,0.0505,cruise
data,segment_15,12067159767046,True,21.5,-0.0272,-0.088,0.0699,0.0443,cruise
data,segment_15,12068149363448,True,21.5,0.0117,-0.0505,0.0857,0.0356,cruise
data,segment_15,12069150325157,True,21.6,0.0475,-0.0505,0.1118,0.0352,cruise
data,segment_15,12070151848920,True,21.9,0.0554,-0.0215,0.1079,0.0353,cruise
data,segment_15,12071161992429,True,22.1,0.0444,-0.135,0.1134,0.0369,cruise
data,segment_15,12072150157547,True,22.1,-0.0075,-0.135,0.1056,0.0333,cruise
data,segment_15,12073154208395,True,22.0,-0.0289,-0.135,0.1113,0.0346,cruise
data,segment_15,12074154512474,True,21.9,-0.035,-0.2077,0.1828,0.0422,lead0
data,segment_15,12075157181693,True,21.8,-0.0287,-0.2077,0.1978,0.0399,cruise
data,segment_15,12076159037605,True,21.6,-0.0246,-0.2077,0.2016,0.0391,cruise
data,segment_15,12077157843463,True,21.5,0.009,-0.1074,0.112,0.021,cruise
data,segment_15,12078151276010,True,21.7,0.0775,-0.1074,0.1005,0.0224,cruise
data,segment_15,12079157697908,True,22.1,0.1031,0.035,0.0938,0.0227,cruise
data,segment_16,12083139826480,True,23.0,0.0243,-0.1041,0.2238,0.0365,cruise
data,segment_16,12084143792498,True,23.1,0.0111,-0.1041,0.1384,0.03,cruise
data,segment_16,12085145074106,True,23.1,0.0017,-0.1041,0.1294,0.0231,cruise
data,segment_16,12086142168349,True,23.1,-0.0049,-0.0917,0.1163,0.0218,cruise
data,segment_16,12087146325279,True,23.1,-0.0133,-0.1009,0.0892,0.0215,cruise
data,segment_16,12088147282370,True,22.9,-0.0502,-0.1461,0.0866,0.033,cruise
data,segment_16,12089149271842,True,22.8,-0.0977,-0.4846,0.1962,0.0623,e2e
data,segment_16,12090142459829,True,22.3,-0.1677,-0.5517,0.2163,0.0679,e2e
data,segment_16,12091143581425,True,20.8,-0.4932,-0.5554,0.2493,0.0506,e2e
data,segment_16,12092143300489,True,19.0,-0.4932,-0.5554,0.2644,0.0422,e2e
data,segment_16,12093145018472,True,17.4,-0.1615,-0.5554,0.247,0.0396,e2e
data,segment_16,12094146335926,True,17.1,-0.1089,-0.473,0.2184,0.0468,e2e
data,segment_16,12095146757994,True,17.1,0.0957,-0.1621,0.1463,0.0441,e2e
data,segment_16,12096142235980,True,17.7,0.2418,-0.0506,0.1682,0.0414,e2e
data,segment_16,12097143125380,True,18.7,0.2599,-0.1888,0.3329,0.0654,e2e
data,segment_16,12098146131553,True,19.4,0.1129,-0.1894,0.4184,0.0727,lead0
data,segment_16,12099148617883,True,19.6,0.1129,-0.1894,0.4086,0.0755,cruise
data,segment_16,12100149692148,True,20.0,0.318,-0.1894,0.286,0.0761,cruise
data,segment_16,12101141956797,True,21.3,0.3189,-0.0921,0.3286,0.0895,cruise
data,segment_16,12102143400640,True,22.2,0.1201,-0.0921,0.3183,0.0827,cruise
data,segment_16,12103141860871,True,22.4,0.0329,-0.0921,0.2865,0.0476,cruise
data,segment_16,12104143903545,True,22.5,0.0068,-0.0987,0.1975,0.0459,cruise
data,segment_16,12105145311019,True,22.4,-0.0253,-0.8876,0.4442,0.0593,lead0
data,segment_16,12106142478884,True,21.9,-0.7229,-1.2414,0.5655,0.0757,lead0
data,segment_16,12107141782481,True,18.3,-0.7625,-1.2414,0.6196,0.0997,lead0
data,segment_16,12108143495330,True,15.5,-0.7512,-1.2414,0.462,0.1013,lead0
data,segment_16,12109146338988,True,13.2,-0.5965,-0.8043,0.4962,0.1113,lead0
data,segment_16,12110146817786,True,12.2,0.0827,-0.8043,0.5146,0.1223,lead0
data,segment_16,12111140404158,True,12.3,0.1347,-0.5325,0.4504,0.1043,cruise
data,segment_16,12112141945969,True,12.7,0.1278,-0.2675,0.2665,0.1229,lead0
data,segment_16,12113142656864,True,12.8,0.0567,-0.3155,0.3295,0.0774,lead0
data,segment_16,12114145104199,True,12.5,-0.0441,-0.3155,0.4007,0.0677,lead0
data,segment_16,12115146808268,True,12.5,0.0623,-0.3155,0.2109,0.0452,lead0
data,segment_16,12116146549008,True,13.2,0.419,-0.1069,0.1745,0.0377,e2e
data,segment_16,12117146929813,True,14.9,0.5333,0.3361,0.131,0.0332,e2e
data,segment_16,12118139964159,True,17.0,0.5555,0.4603,0.1596,0.0379,e2e
data,segment_16,12119148520816,True,19.3,0.5449,0.2775,0.1497,0.0459,cruise
data,segment_16,12120146634896,True,20.9,0.3839,0.1396,0.0365,0.0463,cruise
data,segment_16,12121147597570,True,22.0,0.2081,0.0275,0.1034,0.0371,cruise
data,segment_16,12122150322931,True,22.6,0.1094,0.0275,0.1046,0.0336,cruise
data,segment_16,12123142039506,True,22.8,0.051,0.0009,0.105,0.0332,cruise
data,segment_16,12124140774408,True,22.9,0.0349,-0.0279,0.0591,0.0307,cruise
data,segment_16,12125145145452,True,23.0,0.0009,-0.055,0.071,0.0221,cruise
data,segment_16,12126147675239,True,23.0,-0.0096,-0.1151,0.12,0.0244,cruise
data,segment_16,12127152025834,True,22.9,-0.0084,-0.1151,0.1248,0.031,cruise
data,segment_16,12128144444584,True,22.9,0.0149,-0.1151,0.1164,0.0276,cruise
data,segment_16,12129145120164,True,22.9,0.0101,-0.0464,0.0615,0.0237,cruise
data,segment_16,12130146532674,True,22.9,-0.0133,-0.0874,0.0795,0.0269,cruise
data,segment_16,12131148851998,True,22.9,-0.0296,-0.2074,0.2086,0.0381,cruise
data,segment_16,12132141723402,True,22.7,0.0031,-0.2074,0.2102,0.0465,cruise
data,segment_16,12133143936709,True,22.8,0.0284,-0.2074,0.2008,0.029,cruise
data,segment_16,12134142200844,True,22.8,0.0383,-0.0186,0.0499,0.0257,cruise
data,segment_16,12135141421425,True,22.9,0.0364,-0.0186,0.0398,0.0267,cruise
data,segment_16,12136140897879,True,23.1,0.042,0.0056,0.0379,0.0341,cruise
data,segment_16,12137143249229,True,23.2,0.0281,-0.0345,0.0339,0.0248,cruise
data,segment_16,12138145659122,True,23.2,-0.0075,-0.0602,0.0421,0.0199,cruise
data,segment_16,12139147980644,True,23.2,-0.0202,-0.0602,0.0494,0.0107,cruise
data,segment_17,12143137669163,True,22.8,-0.0624,-0.3988,0.1908,0.0344,e2e
data,segment_17,12144139980200,True,22.2,-0.1648,-0.3988,0.24,0.0411,e2e
data,segment_17,12145141193097,True,21.1,-0.1648,-0.3988,0.3184,0.0382,e2e
data,segment_17,12146143203492,True,21.1,0.0831,-0.3057,0.2465,0.0362,cruise
data,segment_17,12147144057731,True,21.3,0.1124,-0.0819,0.2482,0.029,cruise
data,segment_17,12148145641297,True,21.8,0.097,-0.0713,0.1015,0.0258,cruise
data,segment_17,12149137848800,True,22.1,0.0641,-0.0713,0.0962,0.0287,e2e
data,segment_17,12150140875239,True,22.1,0.0417,-0.0713,0.1193,0.0255,e2e
data,segment_17,12151143069350,True,22.2,0.0547,-0.0626,0.0895,0.0256,cruise
data,segment_17,12152144042204,True,22.4,0.0673,-0.0025,0.0907,0.0234,cruise
data,segment_17,12153138551952,True,22.7,0.0552,-0.0299,0.1115,0.0287,cruise
data,segment_17,12154139907236,True,22.8,0.0432,-0.1461,0.1835,0.0387,cruise
data,segment_17,12155142563992,True,22.8,0.0336,-0.1461,0.1891,0.0409,cruise
data,segment_17,12156141092101,True,22.9,0.0601,-0.1461,0.1682,0.0634,cruise
data,segment_17,12157142777273,True,23.2,0.0444,-0.0475,0.1054,0.0385,cruise
data,segment_17,12158142391614,True,23.3,0.0148,-0.0475,0.0875,0.0295,cruise
data,segment_17,12159141137223,True,23.3,-0.022,-0.094,0.0763,0.0224,cruise
data,segment_17,12160140257028,True,23.2,-0.0185,-0.094,0.0707,0.0184,cruise
data,segment_17,12161139176852,True,23.1,-0.0163,-0.094,0.0614,0.0199,cruise
data,segment_17,12162138956826,True,23.1,0.0008,-0.0649,0.1,0.0189,cruise
data,segment_17,12163141761215,True,23.1,0.0051,-0.0871,0.1295,0.0252,cruise
data,segment_17,12164143187273,True,23.2,0.0284,-0.0871,0.1432,0.0445,cruise
data,segment_17,12165145284849,True,23.3,0.0064,-0.1705,0.1403,0.0454,cruise
data,segment_17,12166141624104,True,23.2,-0.0162,-0.1992,0.1905,0.0441,cruise
data,segment_17,12167142858210,True,22.9,-0.0576,-0.1992,0.2209,0.0434,cruise
data,segment_17,12168143860723,True,22.8,0.0139,-0.1992,0.1894,0.0429,cruise
data,segment_17,12169145198319,True,22.8,0.0166,-0.1197,0.1625,0.0392,cruise
data,segment_17,12170145276429,True,22.9,0.0402,-0.0719,0.1091,0.0386,cruise
data,segment_17,12171145449274,True,23.0,0.0337,-0.1368,0.1508,0.0344,cruise
data,segment_17,12172138134600,True,23.1,0.0352,-0.15,0.1716,0.0408,cruise
data,segment_17,12173147905550,True,23.1,-0.0295,-0.15,0.1668,0.0479,cruise
data,segment_17,12174140190547,True,22.9,-0.0514,-0.15,0.1386,0.0445,cruise
data,segment_17,12175139252029,True,22.8,-0.0703,-0.2723,0.1122,0.05,cruise
data,segment_17,12176139087259,True,22.4,-0.1133,-0.2723,0.224,0.0314,e2e
data,segment_17,12177141192899,True,21.8,-0.1893,-0.3956,0.2644,0.041,e2e
data,segment_17,12178143304531,True,21.0,-0.2302,-0.3956,0.269,0.0299,e2e
data,segment_17,12179140842021,True,19.9,-0.2294,-0.3956,0.1886,0.0628,e2e
data,segment_17,12180142550095,True,19.2,-0.165,-0.3887,0.0976,0.0496,e2e
data,segment_17,12181142956965,True,18.7,-0.1401,-0.1865,0.0795,0.0397,e2e
data,segment_17,12182145217503,True,18.3,-0.0432,-0.1817,0.0745,0.0373,e2e
data,segment_17,12183139715328,True,18.3,-0.004,-0.1245,0.0814,0.0341,e2e
data,segment_17,12184139151441,True,18.4,0.0956,-0.0518,0.0881,0.036,e2e
data,segment_17,12185141141903,True,19.0,0.1566,-0.0305,0.2434,0.0331,e2e
data,segment_17,12186140257002,True,19.7,0.1125,-0.3494,0.2506,0.0566,e2e
data,segment_17,12187142550778,True,19.7,-0.1146,-0.3699,0.2789,0.051,e2e
data,segment_17,12188142692265,True,18.8,-0.1981,-0.3699,0.2384,0.0746,e2e
data,segment_17,12189143996534,True,18.2,-0.2566,-0.7019,0.2725,0.0419,e2e
data,segment_17,12190143050342,True,17.2,-0.398,-0.7019,0.286,0.0488,e2e
data,segment_17,12191143058354,True,15.1,-0.4006,-0.7019,0.3698,0.0946,e2e
data,segment_17,12192144734735,True,13.8,-0.1679,-0.6849,0.1844,0.1156,e2e
data,segment_17,12193138512263,True,13.8,0.0558,-0.4028,0.21,0.1166,cruise
data,segment_17,12194139219394,True,14.0,0.0624,-0.1213,0.1259,0.1158,cruise
data,segment_17,12195140809328,True,14.0,-0.0336,-0.1247,0.1084,0.0725,e2e
data,segment_17,12196141857374,True,13.9,-0.0684,-0.1247,0.1511,0.0669,e2e
data,segment_17,12197142829229,True,13.6,-0.0969,-0.8695,0.3628,0.0587,e2e
data,segment_17,12198144962825,True,13.1,-0.3668,-0.9647,0.4535,0.0727,lead0
data,segment_17,12199139424109,True,10.3,-0.5721,-0.9647,0.5358,0.0755,lead0
data,segment_18,12204136201010,True,9.6,0.3313,0.2619,0.2146,0.0497,e2e
data,segment_18,12205141126595,True,10.8,0.3956,0.2619,0.2337,0.0431,e2e
data,segment_18,12206134183396,True,12.5,0.555,0.2619,0.3066,0.0467,e2e
data,segment_18,12207136211741,True,15.2,0.555,0.0455,0.3551,0.0469,e2e
data,segment_18,12208136600671,True,16.8,0.3324,-0.1399,0.2423,0.0579,e2e
data,segment_18,12209138518659,True,17.0,0.02,-0.1399,0.2724,0.0618,e2e
data,segment_18,12210142290681,True,17.0,-0.054,-0.1399,0.1919,0.0549,e2e
data,segment_18,12211144226533,True,16.9,-0.0383,-0.1255,0.1398,0.0508,e2e
data,segment_18,12212135746198,True,16.8,-0.0378,-0.1255,0.1687,0.0542,e2e
data,segment_18,12213138247476,True,16.8,0.0768,-0.0949,0.2193,0.0316,e2e
data,segment_18,12214140762137,True,17.5,0.0783,-0.106,0.232,0.0302,e2e
data,segment_18,12215140319821,True,17.6,0.0415,-0.106,0.2254,0.035,e2e
data,segment_18,12216140885192,True,17.7,0.0651,-0.106,0.1954,0.0535,e2e
data,segment_18,12217142233007,True,18.3,0.1666,-0.0331,0.1831,0.0434,e2e
data,segment_18,12218135517383,True,19.0,0.1593,-0.0249,0.1436,0.0261,e2e
data,segment_18,12219141701831,True,19.3,0.0552,-0.0249,0.1084,0.0242,e2e
data,segment_18,12220139260067,True,19.4,0.045,-0.0249,0.152,0.0235,e2e
data,segment_18,12221142664085,True,19.6,0.0395,-0.0718,0.1774,0.0278,e2e
data,segment_18,12222141949903,True,19.9,0.0131,-0.0844,0.1781,0.0418,e2e
data,segment_18,12223142324810,True,19.9,-0.028,-0.1094,0.1572,0.0406,e2e
data,segment_18,12224134241146,True,19.7,0.0016,-0.1094,0.1077,0.0275,e2e
data,segment_18,12225143949711,True,19.7,0.0049,-0.1094,0.1587,0.026,e2e
data,segment_18,12226142539477,True,19.7,0.0592,-0.1068,0.2347,0.0396,e2e
data,segment_18,12227138290744,True,19.9,0.0861,-0.1068,0.2583,0.0469,e2e
data,segment_18,12228138968483,True,20.4,0.1276,-0.1022,0.212,0.0443,cruise
data,segment_18,12229137902749,True,20.8,0.1441,0.0809,0.1247,0.0292,cruise
data,segment_18,12230141585167,True,21.4,0.1383,0.087,0.0944,0.0231,cruise
data,segment_18,12231143370686,True,21.9,0.1081,0.0197,0.0619,0.0207,cruise
data,segment_18,12232144510726,True,22.2,0.0507,-0.0936,0.084,0.0252,cruise
data,segment_18,12233135606991,True,22.3,0.0226,-0.1321,0.1016,0.0418,lead0
data,segment_18,12234137558167,True,22.2,-0.0326,-0.1321,0.1108,0.0402,lead0
data,segment_18,12235141872507,True,22.1,-0.0095,-0.1321,0.0718,0.0299,cruise
data,segment_18,12236142546579,True,22.1,0.0663,-0.0473,0.0608,0.0295,cruise
data,segment_18,12237137973775,True,22.4,0.0858,0.0143,0.0789,0.0203,cruise
data,segment_18,12238136880881,True,22.7,0.0678,-0.1286,0.107,0.0224,cruise
data,segment_18,12239135987813,True,22.8,0.0046,-0.1286,0.1268,0.031,cruise
data,segment_18,12240136400224,True,22.7,-0.0485,-0.2523,0.1492,0.0429,e2e
data,segment_18,12241136408856,True,22.4,-0.162,-0.2561,0.151,0.0448,e2e
data,segment_18,12242136541592,True,21.7,-0.162,-0.2561,0.1543,0.0274,e2e
data,segment_18,12243136816553,True,21.2,-0.08,-0.2561,0.0616,0.0259,e2e
data,segment_18,12244135466989,True,21.2,-0.0002,-0.1605,0.0589,0.0228,e2e
data,segment_18,12245139020776,True,21.3,0.0933,-0.0123,0.0754,0.028,e2e
data,segment_18,12246141096486,True,21.7,0.1239,0.0415,0.086,0.0303,cruise
data,segment_18,12247140996614,True,22.3,0.1231,0.0425,0.0832,0.0382,cruise
data,segment_18,12248134252512,True,22.7,0.0935,-0.0186,0.0658,0.0371,cruise
data,segment_18,12249135544150,True,22.8,0.019,-0.0446,0.0617,0.0207,cruise
data,segment_18,12250137726971,True,22.8,0.0039,-0.0446,0.0644,0.017,cruise
data,segment_18,12251140800664,True,22.8,-0.0009,-0.086,0.0993,0.0177,cruise
data,segment_18,12252135745333,True,22.8,0.0052,-0.086,0.1022,0.0221,cruise
data,segment_18,12253139329294,True,22.8,0.0339,-0.086,0.1037,0.0342,cruise
